order_id,day,hour,item_name,category,price,tip_percent
45,wtorek,15,Craft IPA 0.33L,piwo,14,6
46,wtorek,15,Burger Classic,danie_główne,24,14
47,wtorek,15,Pizza Margherita,danie_główne,28,9
47,wtorek,15,Żywiec 0.5L,piwo,8,9
48,wtorek,16,Pizza Margherita,danie_główne,28,5
48,wtorek,16,Pizza Margherita,danie_główne,28,5
48,wtorek,16,Risotto,danie_główne,32,5
49,wtorek,16,Ryba z grilla,danie_główne,35,12
49,wtorek,16,Woda mineralna,zimny_napój,5,12
49,wtorek,16,Sok pomarańczowy,zimny_napój,8,12
50,wtorek,16,Ryba z grilla,danie_główne,35,7
50,wtorek,16,Żywiec 0.5L,piwo,8,7
51,wtorek,16,Burger Classic,danie_główne,24,11
51,wtorek,16,Żywiec 0.5L,piwo,8,11
52,wtorek,16,Zupa dnia,danie_główne,16,12
52,wtorek,16,Żywiec 0.5L,piwo,8,12
53,wtorek,17,Spaghetti Carbonara,danie_główne,26,13
53,wtorek,17,Kawa espresso,gorący_napój,6,13
54,wtorek,17,Kotlet schabowy,danie_główne,30,10
54,wtorek,17,Sok pomarańczowy,zimny_napój,8,10
54,wtorek,17,Cola 0.33L,zimny_napój,7,10
55,wtorek,17,Kotlet schabowy,danie_główne,30,13
55,wtorek,17,Kawa espresso,gorący_napój,6,13
56,wtorek,17,Pizza Margherita,danie_główne,28,5
56,wtorek,17,Quesadilla,danie_główne,20,5
56,wtorek,17,Woda mineralna,zimny_napój,5,5
57,wtorek,17,Pizza Margherita,danie_główne,28,6
57,wtorek,17,Heineken 0.33L,piwo,10,6
58,wtorek,17,Sałatka Caesar,danie_główne,22,8
58,wtorek,17,Heineken 0.33L,piwo,10,8
59,wtorek,17,Kotlet schabowy,danie_główne,30,10
59,wtorek,17,Woda mineralna,zimny_napój,5,10
60,wtorek,17,Ryba z grilla,danie_główne,35,11
61,wtorek,17,Spaghetti Carbonara,danie_główne,26,9
61,wtorek,17,Woda mineralna,zimny_napój,5,9
62,wtorek,17,Spaghetti Carbonara,danie_główne,26,9
62,wtorek,17,Żywiec 0.5L,piwo,8,9
63,wtorek,17,Spaghetti Carbonara,danie_główne,26,6
63,wtorek,17,Herbata,gorący_napój,5,6
64,wtorek,17,Sałatka Caesar,danie_główne,22,11
64,wtorek,17,Kawa espresso,gorący_napój,6,11
64,wtorek,17,Zupa dnia,danie_główne,16,11
65,wtorek,17,Ryba z grilla,danie_główne,35,4
65,wtorek,17,Sok pomarańczowy,zimny_napój,8,4
65,wtorek,17,Woda mineralna,zimny_napój,5,4
66,wtorek,17,Spaghetti Carbonara,danie_główne,26,9
66,wtorek,17,Craft IPA 0.33L,piwo,14,9
67,wtorek,17,Risotto,danie_główne,32,9
67,wtorek,17,Cola 0.33L,zimny_napój,7,9
67,wtorek,17,Ryba z grilla,danie_główne,35,9
67,wtorek,17,Craft IPA 0.33L,piwo,14,9
67,wtorek,17,Żywiec 0.5L,piwo,8,9
68,wtorek,17,Ryba z grilla,danie_główne,35,1
68,wtorek,17,Żywiec 0.5L,piwo,8,1
68,wtorek,17,Cola 0.33L,zimny_napój,7,1
69,wtorek,17,Wrap z kurczakiem,danie_główne,18,6
69,wtorek,17,Zupa dnia,danie_główne,16,6
69,wtorek,17,Pizza Margherita,danie_główne,28,6
70,wtorek,17,Zupa dnia,danie_główne,16,4
70,wtorek,17,Kawa espresso,gorący_napój,6,4
71,wtorek,17,Zupa dnia,danie_główne,16,13
72,wtorek,17,Ryba z grilla,danie_główne,35,8
72,wtorek,17,Cola 0.33L,zimny_napój,7,8
73,wtorek,17,Pizza Margherita,danie_główne,28,5
73,wtorek,17,Cola 0.33L,zimny_napój,7,5
74,wtorek,17,Ryba z grilla,danie_główne,35,4
74,wtorek,17,Heineken 0.33L,piwo,10,4
74,wtorek,17,Kawa espresso,gorący_napój,6,4
75,wtorek,17,Wrap z kurczakiem,danie_główne,18,8
75,wtorek,17,Cola 0.33L,zimny_napój,7,8
76,wtorek,18,Pizza Margherita,danie_główne,28,8
76,wtorek,18,Żywiec 0.5L,piwo,8,8
77,wtorek,18,Kotlet schabowy,danie_główne,30,9
77,wtorek,18,Heineken 0.33L,piwo,10,9
78,wtorek,18,Kotlet schabowy,danie_główne,30,7
78,wtorek,18,Żywiec 0.5L,piwo,8,7
79,wtorek,18,Burger Classic,danie_główne,24,9
79,wtorek,18,Heineken 0.33L,piwo,10,9
80,wtorek,18,Ryba z grilla,danie_główne,35,7
80,wtorek,18,Cola 0.33L,zimny_napój,7,7
81,wtorek,18,Ryba z grilla,danie_główne,35,9
81,wtorek,18,Żywiec 0.5L,piwo,8,9
82,wtorek,18,Wrap z kurczakiem,danie_główne,18,5
82,wtorek,18,Sok pomarańczowy,zimny_napój,8,5
82,wtorek,18,Cola 0.33L,zimny_napój,7,5
83,wtorek,18,Pizza Margherita,danie_główne,28,9
83,wtorek,18,Craft IPA 0.33L,piwo,14,9
84,wtorek,18,Burger Classic,danie_główne,24,3
84,wtorek,18,Żywiec 0.5L,piwo,8,3
85,wtorek,18,Quesadilla,danie_główne,20,15
85,wtorek,18,Heineken 0.33L,piwo,10,15
85,wtorek,18,Craft IPA 0.33L,piwo,14,15
86,wtorek,18,Zupa dnia,danie_główne,16,7
86,wtorek,18,Sok pomarańczowy,zimny_napój,8,7
87,wtorek,18,Burger Classic,danie_główne,24,10
87,wtorek,18,Sok pomarańczowy,zimny_napój,8,10
88,wtorek,18,Wrap z kurczakiem,danie_główne,18,12
88,wtorek,18,Woda mineralna,zimny_napój,5,12
88,wtorek,18,Żywiec 0.5L,piwo,8,12
89,wtorek,18,Sałatka Caesar,danie_główne,22,5
89,wtorek,18,Cola 0.33L,zimny_napój,7,5
90,wtorek,18,Burger Classic,danie_główne,24,6
90,wtorek,18,Kawa espresso,gorący_napój,6,6
91,wtorek,18,Pizza Margherita,danie_główne,28,6
91,wtorek,18,Żywiec 0.5L,piwo,8,6
92,wtorek,18,Ryba z grilla,danie_główne,35,9
92,wtorek,18,Woda mineralna,zimny_napój,5,9
93,wtorek,18,Spaghetti Carbonara,danie_główne,26,10
93,wtorek,18,Craft IPA 0.33L,piwo,14,10
94,wtorek,18,Kotlet schabowy,danie_główne,30,5
94,wtorek,18,Woda mineralna,zimny_napój,5,5
94,wtorek,18,Kawa espresso,gorący_napój,6,5
95,wtorek,18,Ryba z grilla,danie_główne,35,6
95,wtorek,18,Żywiec 0.5L,piwo,8,6
95,wtorek,18,Żywiec 0.5L,piwo,8,6
96,wtorek,18,Kotlet schabowy,danie_główne,30,9
96,wtorek,18,Żywiec 0.5L,piwo,8,9
97,wtorek,18,Wrap z kurczakiem,danie_główne,18,12
97,wtorek,18,Sok pomarańczowy,zimny_napój,8,12
98,wtorek,18,Zupa dnia,danie_główne,16,10
98,wtorek,18,Woda mineralna,zimny_napój,5,10
98,wtorek,18,Risotto,danie_główne,32,10
99,wtorek,18,Kotlet schabowy,danie_główne,30,13
99,wtorek,18,Sok pomarańczowy,zimny_napój,8,13
100,wtorek,18,Zupa dnia,danie_główne,16,7
100,wtorek,18,Herbata,gorący_napój,5,7
101,wtorek,18,Zupa dnia,danie_główne,16,6
102,wtorek,18,Wrap z kurczakiem,danie_główne,18,6
102,wtorek,18,Kawa espresso,gorący_napój,6,6
103,wtorek,18,Quesadilla,danie_główne,20,9
103,wtorek,18,Quesadilla,danie_główne,20,9
104,wtorek,18,Pizza Margherita,danie_główne,28,4
104,wtorek,18,Heineken 0.33L,piwo,10,4
105,wtorek,18,Zupa dnia,danie_główne,16,7
105,wtorek,18,Woda mineralna,zimny_napój,5,7
105,wtorek,18,Heineken 0.33L,piwo,10,7
106,wtorek,19,Ryba z grilla,danie_główne,35,12
106,wtorek,19,Craft IPA 0.33L,piwo,14,12
107,wtorek,19,Spaghetti Carbonara,danie_główne,26,7
107,wtorek,19,Spaghetti Carbonara,danie_główne,26,7
107,wtorek,19,Żywiec 0.5L,piwo,8,7
108,wtorek,19,Spaghetti Carbonara,danie_główne,26,4
109,wtorek,19,Burger Classic,danie_główne,24,7
109,wtorek,19,Sok pomarańczowy,zimny_napój,8,7
109,wtorek,19,Woda mineralna,zimny_napój,5,7
109,wtorek,19,Kotlet schabowy,danie_główne,30,7
109,wtorek,19,Kawa espresso,gorący_napój,6,7
110,wtorek,19,Burger Classic,danie_główne,24,5
110,wtorek,19,Żywiec 0.5L,piwo,8,5
111,wtorek,19,Sałatka Caesar,danie_główne,22,8
111,wtorek,19,Woda mineralna,zimny_napój,5,8
112,wtorek,19,Risotto,danie_główne,32,3
112,wtorek,19,Żywiec 0.5L,piwo,8,3
113,wtorek,19,Zupa dnia,danie_główne,16,9
113,wtorek,19,Kawa espresso,gorący_napój,6,9
114,wtorek,19,Spaghetti Carbonara,danie_główne,26,15
114,wtorek,19,Żywiec 0.5L,piwo,8,15
115,wtorek,19,Quesadilla,danie_główne,20,7
115,wtorek,19,Heineken 0.33L,piwo,10,7
115,wtorek,19,Herbata,gorący_napój,5,7
116,wtorek,19,Pizza Margherita,danie_główne,28,7
116,wtorek,19,Kawa espresso,gorący_napój,6,7
117,wtorek,19,Pizza Margherita,danie_główne,28,11
117,wtorek,19,Żywiec 0.5L,piwo,8,11
117,wtorek,19,Cola 0.33L,zimny_napój,7,11
117,wtorek,19,Żywiec 0.5L,piwo,8,11
118,wtorek,19,Spaghetti Carbonara,danie_główne,26,10
118,wtorek,19,Cola 0.33L,zimny_napój,7,10
119,wtorek,19,Risotto,danie_główne,32,8
120,wtorek,19,Spaghetti Carbonara,danie_główne,26,7
120,wtorek,19,Heineken 0.33L,piwo,10,7
121,wtorek,19,Spaghetti Carbonara,danie_główne,26,4
121,wtorek,19,Cola 0.33L,zimny_napój,7,4
122,wtorek,19,Spaghetti Carbonara,danie_główne,26,5
122,wtorek,19,Woda mineralna,zimny_napój,5,5
123,wtorek,19,Pizza Margherita,danie_główne,28,7
123,wtorek,19,Żywiec 0.5L,piwo,8,7
124,wtorek,19,Burger Classic,danie_główne,24,3
124,wtorek,19,Kawa espresso,gorący_napój,6,3
125,wtorek,19,Kotlet schabowy,danie_główne,30,2
125,wtorek,19,Sok pomarańczowy,zimny_napój,8,2
126,wtorek,19,Ryba z grilla,danie_główne,35,14
126,wtorek,19,Woda mineralna,zimny_napój,5,14
126,wtorek,19,Kawa espresso,gorący_napój,6,14
127,wtorek,19,Quesadilla,danie_główne,20,10
127,wtorek,19,Kawa espresso,gorący_napój,6,10
128,wtorek,19,Sałatka Caesar,danie_główne,22,10
128,wtorek,19,Cola 0.33L,zimny_napój,7,10
129,wtorek,19,Pizza Margherita,danie_główne,28,6
130,wtorek,19,Zupa dnia,danie_główne,16,9
130,wtorek,19,Cola 0.33L,zimny_napój,7,9
131,wtorek,19,Pizza Margherita,danie_główne,28,9
131,wtorek,19,Heineken 0.33L,piwo,10,9
132,wtorek,19,Pizza Margherita,danie_główne,28,6
132,wtorek,19,Żywiec 0.5L,piwo,8,6
132,wtorek,19,Kotlet schabowy,danie_główne,30,6
132,wtorek,19,Herbata,gorący_napój,5,6
132,wtorek,19,Cola 0.33L,zimny_napój,7,6
133,wtorek,19,Ryba z grilla,danie_główne,35,8
133,wtorek,19,Craft IPA 0.33L,piwo,14,8
134,wtorek,19,Risotto,danie_główne,32,5
134,wtorek,19,Żywiec 0.5L,piwo,8,5
135,wtorek,19,Ryba z grilla,danie_główne,35,11
135,wtorek,19,Heineken 0.33L,piwo,10,11
136,wtorek,19,Sałatka Caesar,danie_główne,22,7
136,wtorek,19,Sok pomarańczowy,zimny_napój,8,7
136,wtorek,19,Sok pomarańczowy,zimny_napój,8,7
136,wtorek,19,Craft IPA 0.33L,piwo,14,7
137,wtorek,19,Wrap z kurczakiem,danie_główne,18,12
137,wtorek,19,Cola 0.33L,zimny_napój,7,12
138,wtorek,19,Burger Classic,danie_główne,24,8
138,wtorek,19,Kawa espresso,gorący_napój,6,8
138,wtorek,19,Risotto,danie_główne,32,8
139,wtorek,19,Zupa dnia,danie_główne,16,13
139,wtorek,19,Craft IPA 0.33L,piwo,14,13
140,wtorek,19,Risotto,danie_główne,32,14
140,wtorek,19,Pizza Margherita,danie_główne,28,14
140,wtorek,19,Cola 0.33L,zimny_napój,7,14
141,wtorek,19,Risotto,danie_główne,32,9
141,wtorek,19,Żywiec 0.5L,piwo,8,9
142,wtorek,19,Sałatka Caesar,danie_główne,22,7
142,wtorek,19,Sok pomarańczowy,zimny_napój,8,7
143,wtorek,19,Spaghetti Carbonara,danie_główne,26,8
143,wtorek,19,Żywiec 0.5L,piwo,8,8
144,wtorek,19,Spaghetti Carbonara,danie_główne,26,4
144,wtorek,19,Burger Classic,danie_główne,24,4
145,wtorek,19,Burger Classic,danie_główne,24,8
145,wtorek,19,Cola 0.33L,zimny_napój,7,8
145,wtorek,19,Sok pomarańczowy,zimny_napój,8,8
146,wtorek,19,Wrap z kurczakiem,danie_główne,18,8
146,wtorek,19,Cola 0.33L,zimny_napój,7,8
147,wtorek,19,Risotto,danie_główne,32,4
147,wtorek,19,Craft IPA 0.33L,piwo,14,4
147,wtorek,19,Wrap z kurczakiem,danie_główne,18,4
148,wtorek,20,Spaghetti Carbonara,danie_główne,26,7
149,wtorek,20,Ryba z grilla,danie_główne,35,5
149,wtorek,20,Żywiec 0.5L,piwo,8,5
149,wtorek,20,Kawa espresso,gorący_napój,6,5
150,wtorek,20,Spaghetti Carbonara,danie_główne,26,8
150,wtorek,20,Craft IPA 0.33L,piwo,14,8
151,wtorek,20,Pizza Margherita,danie_główne,28,9
151,wtorek,20,Pizza Margherita,danie_główne,28,9
151,wtorek,20,Cola 0.33L,zimny_napój,7,9
152,wtorek,20,Zupa dnia,danie_główne,16,12
152,wtorek,20,Craft IPA 0.33L,piwo,14,12
153,wtorek,20,Burger Classic,danie_główne,24,5
153,wtorek,20,Żywiec 0.5L,piwo,8,5
154,wtorek,20,Kotlet schabowy,danie_główne,30,8
154,wtorek,20,Kawa espresso,gorący_napój,6,8
154,wtorek,20,Sok pomarańczowy,zimny_napój,8,8
155,wtorek,20,Sałatka Caesar,danie_główne,22,11
155,wtorek,20,Pizza Margherita,danie_główne,28,11
155,wtorek,20,Żywiec 0.5L,piwo,8,11
155,wtorek,20,Craft IPA 0.33L,piwo,14,11
156,wtorek,20,Spaghetti Carbonara,danie_główne,26,9
156,wtorek,20,Sok pomarańczowy,zimny_napój,8,9
157,wtorek,20,Zupa dnia,danie_główne,16,6
157,wtorek,20,Kawa espresso,gorący_napój,6,6
157,wtorek,20,Kawa espresso,gorący_napój,6,6
158,wtorek,20,Ryba z grilla,danie_główne,35,8
158,wtorek,20,Craft IPA 0.33L,piwo,14,8
158,wtorek,20,Burger Classic,danie_główne,24,8
159,wtorek,20,Pizza Margherita,danie_główne,28,7
159,wtorek,20,Craft IPA 0.33L,piwo,14,7
160,wtorek,20,Pizza Margherita,danie_główne,28,10
160,wtorek,20,Cola 0.33L,zimny_napój,7,10
161,wtorek,20,Sałatka Caesar,danie_główne,22,4
161,wtorek,20,Heineken 0.33L,piwo,10,4
162,wtorek,20,Spaghetti Carbonara,danie_główne,26,10
162,wtorek,20,Żywiec 0.5L,piwo,8,10
162,wtorek,20,Cola 0.33L,zimny_napój,7,10
162,wtorek,20,Herbata,gorący_napój,5,10
163,wtorek,20,Spaghetti Carbonara,danie_główne,26,13
163,wtorek,20,Craft IPA 0.33L,piwo,14,13
164,wtorek,20,Kotlet schabowy,danie_główne,30,8
164,wtorek,20,Sok pomarańczowy,zimny_napój,8,8
165,wtorek,20,Ryba z grilla,danie_główne,35,7
165,wtorek,20,Kawa espresso,gorący_napój,6,7
166,wtorek,20,Pizza Margherita,danie_główne,28,7
166,wtorek,20,Heineken 0.33L,piwo,10,7
167,wtorek,20,Spaghetti Carbonara,danie_główne,26,6
167,wtorek,20,Cola 0.33L,zimny_napój,7,6
168,wtorek,20,Ryba z grilla,danie_główne,35,7
168,wtorek,20,Kawa espresso,gorący_napój,6,7
169,wtorek,20,Ryba z grilla,danie_główne,35,9
170,wtorek,20,Zupa dnia,danie_główne,16,8
170,wtorek,20,Kotlet schabowy,danie_główne,30,8
171,wtorek,20,Wrap z kurczakiem,danie_główne,18,6
171,wtorek,20,Cola 0.33L,zimny_napój,7,6
172,wtorek,20,Risotto,danie_główne,32,10
172,wtorek,20,Craft IPA 0.33L,piwo,14,10
173,wtorek,20,Sałatka Caesar,danie_główne,22,6
173,wtorek,20,Heineken 0.33L,piwo,10,6
174,wtorek,20,Wrap z kurczakiem,danie_główne,18,8
174,wtorek,20,Wrap z kurczakiem,danie_główne,18,8
174,wtorek,20,Zupa dnia,danie_główne,16,8
175,wtorek,20,Burger Classic,danie_główne,24,9
175,wtorek,20,Heineken 0.33L,piwo,10,9
176,wtorek,20,Sałatka Caesar,danie_główne,22,7
176,wtorek,20,Żywiec 0.5L,piwo,8,7
177,wtorek,20,Pizza Margherita,danie_główne,28,9
177,wtorek,20,Kawa espresso,gorący_napój,6,9
178,wtorek,20,Zupa dnia,danie_główne,16,7
178,wtorek,20,Cola 0.33L,zimny_napój,7,7
179,wtorek,20,Pizza Margherita,danie_główne,28,16
179,wtorek,20,Kawa espresso,gorący_napój,6,16
180,wtorek,20,Pizza Margherita,danie_główne,28,4
180,wtorek,20,Kawa espresso,gorący_napój,6,4
180,wtorek,20,Burger Classic,danie_główne,24,4
180,wtorek,20,Ryba z grilla,danie_główne,35,4
181,wtorek,20,Sałatka Caesar,danie_główne,22,8
181,wtorek,20,Sok pomarańczowy,zimny_napój,8,8
182,wtorek,20,Wrap z kurczakiem,danie_główne,18,8
182,wtorek,20,Woda mineralna,zimny_napój,5,8
183,wtorek,20,Wrap z kurczakiem,danie_główne,18,10
183,wtorek,20,Sok pomarańczowy,zimny_napój,8,10
184,wtorek,20,Quesadilla,danie_główne,20,6
184,wtorek,20,Woda mineralna,zimny_napój,5,6
185,wtorek,20,Zupa dnia,danie_główne,16,5
185,wtorek,20,Craft IPA 0.33L,piwo,14,5
186,wtorek,20,Risotto,danie_główne,32,7
186,wtorek,20,Kawa espresso,gorący_napój,6,7
187,wtorek,20,Pizza Margherita,danie_główne,28,6
187,wtorek,20,Żywiec 0.5L,piwo,8,6
188,wtorek,20,Ryba z grilla,danie_główne,35,8
188,wtorek,20,Woda mineralna,zimny_napój,5,8
189,wtorek,20,Quesadilla,danie_główne,20,8
189,wtorek,20,Cola 0.33L,zimny_napój,7,8
189,wtorek,20,Cola 0.33L,zimny_napój,7,8
190,wtorek,20,Sałatka Caesar,danie_główne,22,10
190,wtorek,20,Żywiec 0.5L,piwo,8,10
190,wtorek,20,Craft IPA 0.33L,piwo,14,10
191,wtorek,20,Burger Classic,danie_główne,24,11
192,wtorek,21,Pizza Margherita,danie_główne,28,7
192,wtorek,21,Heineken 0.33L,piwo,10,7
192,wtorek,21,Craft IPA 0.33L,piwo,14,7
192,wtorek,21,Risotto,danie_główne,32,7
192,wtorek,21,Heineken 0.33L,piwo,10,7
193,wtorek,21,Kotlet schabowy,danie_główne,30,13
193,wtorek,21,Woda mineralna,zimny_napój,5,13
194,wtorek,21,Kotlet schabowy,danie_główne,30,2
195,wtorek,21,Zupa dnia,danie_główne,16,6
195,wtorek,21,Craft IPA 0.33L,piwo,14,6
196,wtorek,21,Kotlet schabowy,danie_główne,30,11
196,wtorek,21,Żywiec 0.5L,piwo,8,11
197,wtorek,21,Pizza Margherita,danie_główne,28,7
197,wtorek,21,Cola 0.33L,zimny_napój,7,7
198,wtorek,21,Risotto,danie_główne,32,11
198,wtorek,21,Sok pomarańczowy,zimny_napój,8,11
199,wtorek,21,Burger Classic,danie_główne,24,4
199,wtorek,21,Kawa espresso,gorący_napój,6,4
200,wtorek,21,Pizza Margherita,danie_główne,28,7
200,wtorek,21,Cola 0.33L,zimny_napój,7,7
201,wtorek,21,Risotto,danie_główne,32,6
202,wtorek,21,Spaghetti Carbonara,danie_główne,26,11
202,wtorek,21,Żywiec 0.5L,piwo,8,11
203,wtorek,21,Wrap z kurczakiem,danie_główne,18,8
203,wtorek,21,Żywiec 0.5L,piwo,8,8
203,wtorek,21,Craft IPA 0.33L,piwo,14,8
204,wtorek,21,Wrap z kurczakiem,danie_główne,18,10
204,wtorek,21,Cola 0.33L,zimny_napój,7,10
205,wtorek,21,Kotlet schabowy,danie_główne,30,8
205,wtorek,21,Craft IPA 0.33L,piwo,14,8
205,wtorek,21,Kawa espresso,gorący_napój,6,8
206,wtorek,21,Pizza Margherita,danie_główne,28,10
206,wtorek,21,Żywiec 0.5L,piwo,8,10
207,wtorek,21,Kotlet schabowy,danie_główne,30,7
207,wtorek,21,Heineken 0.33L,piwo,10,7
207,wtorek,21,Herbata,gorący_napój,5,7
208,wtorek,21,Kotlet schabowy,danie_główne,30,9
208,wtorek,21,Heineken 0.33L,piwo,10,9
209,wtorek,21,Spaghetti Carbonara,danie_główne,26,13
209,wtorek,21,Żywiec 0.5L,piwo,8,13
210,wtorek,21,Spaghetti Carbonara,danie_główne,26,8
210,wtorek,21,Woda mineralna,zimny_napój,5,8
211,wtorek,21,Kotlet schabowy,danie_główne,30,9
211,wtorek,21,Sok pomarańczowy,zimny_napój,8,9
211,wtorek,21,Kawa espresso,gorący_napój,6,9
212,wtorek,21,Pizza Margherita,danie_główne,28,9
212,wtorek,21,Heineken 0.33L,piwo,10,9
213,wtorek,21,Quesadilla,danie_główne,20,9
213,wtorek,21,Cola 0.33L,zimny_napój,7,9
214,wtorek,21,Spaghetti Carbonara,danie_główne,26,2
214,wtorek,21,Heineken 0.33L,piwo,10,2
214,wtorek,21,Craft IPA 0.33L,piwo,14,2
215,wtorek,21,Wrap z kurczakiem,danie_główne,18,10
215,wtorek,21,Craft IPA 0.33L,piwo,14,10
215,wtorek,21,Woda mineralna,zimny_napój,5,10
215,wtorek,21,Craft IPA 0.33L,piwo,14,10
216,wtorek,21,Kotlet schabowy,danie_główne,30,9
216,wtorek,21,Heineken 0.33L,piwo,10,9
216,wtorek,21,Żywiec 0.5L,piwo,8,9
216,wtorek,21,Quesadilla,danie_główne,20,9
217,wtorek,21,Pizza Margherita,danie_główne,28,6
217,wtorek,21,Heineken 0.33L,piwo,10,6
217,wtorek,21,Cola 0.33L,zimny_napój,7,6
218,wtorek,21,Pizza Margherita,danie_główne,28,9
218,wtorek,21,Heineken 0.33L,piwo,10,9
219,wtorek,21,Burger Classic,danie_główne,24,2
